x,y
37.454011884736246,19.61551094703439
95.07143064099162,40.858993526945305
73.1993941811405,38.500686345600066
59.86584841970366,32.985852936270945
15.601864044243651,10.599884261777024
15.599452033620265,13.203629644583241
5.8083612168199465,7.073791381154494
86.61761457749351,45.604707684888936
60.11150117432088,29.704922029867205
70.80725777960456,27.09882422222232
2.0584494295802447,3.1773158104530514
96.99098521619943,49.533931043915274
83.24426408004217,42.98002622599795
21.233911067827616,4.233212654812261
18.182496720710063,3.6859656583137195
18.34045098534338,14.43598975933621
30.42422429595377,15.01433637869361
52.475643163223786,29.645325068475014
43.194501864211574,21.738842812758094
29.122914019804192,14.710237707380822
61.18528947223795,35.284063765998965
13.949386065204184,4.394469391515223
29.214464853521815,15.087836311465825
36.63618432936917,16.006715721159374
45.606998421703594,20.631018073690218
78.51759613930136,37.712937452307486
19.967378215835975,11.094357966086552
51.42344384136116,23.317978812363194
59.24145688620425,35.89950907096973
4.645041271999773,-2.150515875097633
60.75448519014384,29.442884374265123
17.052412368729154,6.3275508929937025
6.505159298527952,10.48746907103264
94.88855372533332,48.427050745224534
96.56320330745594,53.44082435107114
80.83973481164611,32.992065540638194
30.46137691733707,16.56593978801483
9.767211400638388,9.331759678436379
68.42330265121569,34.62307127198497
44.01524937396013,27.335026562306822
12.203823484477883,3.515469491737081
49.51769101112702,31.80558270649141
3.4388521115218396,13.21391667385717
90.9320402078782,43.65182730174081
25.87799816000169,10.711486472996986
66.2522284353982,40.3930366032876
31.171107608941096,23.48341453312411
52.00680211778108,23.389100923124197
54.67102793432797,25.234579881684695
18.485445552552704,7.833799731973816
96.95846277645586,41.75697883305654
77.51328233611146,34.16338143563474
93.9498941564189,41.95424324444912
89.48273504276489,40.902379695861804
59.78999788110851,29.72157450362035
92.18742350231169,47.264785413838446
8.84925020519195,12.17712756666636
19.59828624191452,4.807372917263304
4.522728891053807,7.182976437909822
32.53303307632643,15.196572317035672
38.8677289689482,19.186545936211935
27.134903177389592,16.941549049527815
82.87375091519293,35.823265349784975
35.67533266935893,19.74971506559972
28.093450968738075,14.878986525434318
54.26960831582485,29.597060477953168
14.092422497476264,8.492054468277223
80.21969807540397,52.38634973725645
7.455064367977082,0.5388322627319613
98.68869366005173,46.68936205501677
77.22447692966574,35.49653583270905
19.87156815341724,7.158398480907346
0.5522117123602399,-2.9108297803524685
81.54614284548342,46.71815407827947
70.68573438476172,42.445388432330134
72.90071680409874,33.596626933301984
77.12703466859458,34.40173946877614
7.4044651734090365,6.059310368636538
35.84657285442726,15.162171205808772
11.586905952512971,8.95811206503404
86.31034258755935,44.16978639803617
62.329812682755794,23.586185766391736
33.08980248526492,24.28242724928277
6.355835028602364,12.157305879778791
31.09823217156622,12.485172633361179
32.518332202674706,14.320658301657433
72.96061783380641,37.90963587052773
63.75574713552131,33.55015751769578
88.72127425763266,47.65335849218048
47.22149251619493,33.66176895192921
11.959424593830171,5.094976159444839
71.3244787222995,31.67075313845748
76.07850486168974,31.142656290772234
56.127719756949624,24.409209678765215
77.0967179954561,38.38272413335907
49.379559636439076,33.662569135808475
52.27328293819941,23.548584973918846
42.75410183585496,22.495990676121973
2.541912674409519,1.188841856840999
10.789142699330444,11.336537716905642
3.142918568673425,14.206121413704821
63.64104112637804,29.166176698587417
31.435598107632668,13.270601841225224
50.85706911647028,30.6493389435805
90.7566473926093,48.7877811444362
24.929222914887493,21.698148086123915
41.038292303562976,23.43878707841131
75.55511385430486,35.981096473217136
22.879816549162246,14.39318242804267
7.697990982879299,9.39251339435419
28.9751452913768,18.58998355167522
16.122128725400444,10.59743451823671
92.96976523425731,51.81825606507442
80.8120379564417,46.25249693044921
63.34037565104234,38.58098278070881
87.14605901877177,46.816578947334094
80.36720768991145,39.34801344337146
18.657005888603585,10.062071376468406
89.25589984899777,50.66049475704067
53.93422419156507,22.882433740846356
80.74401551640625,42.21537430256763
89.60912999234932,42.83787093453786
31.800347497186387,16.04389786326728
11.005192452767677,11.894855539420332
22.793516254194166,12.3522534671966
42.71077886262563,21.58757217209356
81.80147659224932,34.10145759122506
86.07305832563435,46.76779699295328
0.6952130531190703,3.5750274322649123
51.07473025775657,36.35363874540559
41.7411003148779,19.331658982673943
22.210781047073024,12.201142161856207
11.98653673336828,7.240186785237917
33.7615171403628,24.768024968998773
94.29097039125192,46.6690075336912
32.320293202075526,17.55525422988946
51.87906217433661,28.979013635751002
70.30189588951778,36.083993560540684
36.3629602379294,15.949312046212059
97.17820827209607,49.55955410053957
96.24472949421113,53.49052349640442
25.178229582536417,7.4565382942129075
49.72485058923854,25.52727366535365
30.087830981676966,11.543311416142616
28.484049437746762,20.217257863497593
3.6886947354532795,-5.7715871561922345
60.956433397989684,27.6836074626369
50.26790232288615,27.020010536765678
5.147875124998935,10.40155770867117
27.864646423661142,13.603571906465632
90.82658859666537,42.637296664866696
23.95618906669724,21.38387988055157
14.48948720912231,0.004674102479934383
48.9452760277563,13.478608230777741
98.56504541106007,51.4825949557967
24.20552715115004,9.592492453811964
67.21355474058785,28.50061328464036
76.16196153287176,41.62276300293264
23.763754399239968,13.100880768475978
72.82163486118596,33.59042427690934
36.77831327192532,11.987634642608189
63.23058305935795,35.9775781710797
63.35297107608947,34.927491427838035
53.57746840747585,26.29285488484101
9.02897700544083,13.747673482958744
83.5302495589238,36.414700947831136
32.07800649717358,8.411377393963097
18.651851039985424,5.86638517058649
4.077514155476392,1.8108269959607068
59.08929431882418,30.76134440602555
67.75643618422824,32.67203780283247
1.6587828927856152,2.5896684289642913
51.2093058299281,19.34695579401183
22.649577519793795,18.543611780263195
64.51727904094498,31.84788362850965
17.436642900499145,14.30480060819021
69.09377381024659,36.26051363701181
38.67353463005374,21.620533410795787
93.67299887367345,49.68533583799774
13.752094414599325,9.114590007386237
34.10663510502585,20.266931351850644
11.347352124058908,12.31943871269161
92.46936182785628,47.217286762435485
87.7339353380981,47.41198645699161
25.79416277151556,12.448402914321646
65.99840460341791,40.19978837895632
81.72222002012158,37.47914849976444
55.52008115994623,36.7647427445272
52.965057835600646,26.281739164578607
24.18522909004517,4.938739034432344
9.310276780589922,5.295660464848908
89.72157579533267,41.45552961029193
90.04180571633304,49.224120603110144
63.31014572732679,28.39195296715144
33.90297910487007,14.720572386361138
34.92095746126609,8.012775075905392
72.59556788702393,34.03625234726658
89.71102599525771,32.736116364484076
88.70864242651173,36.434807095827246
77.98755458576238,42.79585057360268
64.20316461542878,36.03058310096855
8.413996499504883,6.334286058677265
16.162871409461378,3.2465549890846237
89.85541885270793,44.689152645644064
60.642905965958995,30.303440287526655
0.9197051616629648,-5.331970865131232
10.147154286603211,12.590568652137359
66.35017691080559,37.56189990828115
0.5061583846218687,-0.8517416768373853
16.080805141749867,8.174831765847587
54.87337893665861,28.478603508067067
69.18951976926932,24.386085542513207
65.19612595026005,31.36217606252704
22.42693094605598,7.803544233038997
71.2179221347536,30.60086101790222
23.724908749680008,10.45695291041023
32.539969815926774,25.258417542211
74.64914051180241,40.528784562236254
64.96328990472146,29.625750003446747
84.9223410494178,45.32408443148969
65.76128923003434,39.87742179794718
56.830860333547164,33.038598581337425
9.367476782809248,4.981890241005495
36.77158030594335,15.151106264443808
26.520236768172545,16.75123495215422
24.398964337908357,14.166909096062927
97.30105547524455,53.12649383776094
39.30977246667604,22.830745241747866
89.20465551771133,49.85009133545234
63.11386259972629,28.880755242060303
79.48113035416485,46.327535505254055
50.26370931051921,26.119852678721603
57.69038846263591,39.221498594444284
49.25176938188639,21.179945600495355
19.52429877980445,18.441968405728474
72.24521152615053,37.1121596803885
28.07723624408558,10.781528103970548
2.431596643145384,-1.203630848698916
64.54722959071678,30.67187825438679
17.711067940704893,10.976363702362029
94.04585843529144,49.63710665782322
95.39285770025873,44.82792883043647
91.48643902204485,45.62144654971751
37.01587002554444,29.219286805831537
1.5456616528867428,9.410546676946929
92.83185625877253,48.597546477756424
42.81841483173143,21.599224806706715
96.66548190436696,48.93289758577478
96.36199770892529,51.248588718114725
85.300945546736,37.536509947375976
29.444889206958567,13.435561916362559
38.50977286019253,10.911966060708316
85.11366715168569,44.55294918886924
31.692200515627768,19.08207995632759
16.94927466860925,6.058705022807755
55.68012624583501,35.70999693936767
93.6154774160781,40.67891039302734
69.6029796674973,27.479615432699546
57.0061170089365,29.62531759726811
9.717649377076853,10.094316201599199
61.500722669916975,39.16999979224783
99.00538501042632,47.20827119086846
14.008401523652402,12.39760492898268
51.832965236373674,25.7239402706833
87.73730719279554,43.00551709669367
74.07686177542044,41.45673057514358
69.7015740995268,38.11240144183049
70.24840839871092,27.242243414434213
35.94911512197552,25.357259309617238
29.359184426449335,21.580048983961923
80.93611554785136,37.34024426637803
81.01133946791808,42.48468740114608
86.70723185801037,45.82376686041888
91.32405525564712,46.9653964569431
51.13423988609378,22.81559417381979
50.15162946871996,21.717697894669723
79.82951789667752,39.78698859338153
64.99639307777652,38.36184163518508
70.19668772577033,37.81634463585733
79.57926694361011,37.936561811374524
89.00053418175663,48.35876064412004
33.79951568515358,2.6570447394264125
37.5582952639944,24.522976133857718
9.3981939840869,-3.9994719018470475
57.8280140996174,27.10180234279304
3.5942273796742086,-3.801235783293615
46.55980181324602,16.80649352801848
54.26446347075766,32.93636567227143
28.65412521282844,11.988556599854764
59.08332605690107,31.274182437104116
3.050024993904943,1.290409602556551
3.7348188749214417,4.252613573576328
82.26005606596583,41.51413748828419
36.019064141126286,11.594570949620294
12.706051265188478,11.334359729829938
52.224326005480435,23.643380086933654
76.99935530986109,30.71676816163179
21.582102749684317,8.650475570012595
62.28904758190003,38.64832274412157
8.5347464993768,8.518481960255865
5.16817211686077,0.8408253863910891
53.1354631568148,24.821443056815255
54.06351216101065,25.423580824418412
63.742990149820656,42.255234992714534
72.60913337226616,38.214243947290846
97.58520794625346,50.94281220908208
51.630034830119534,30.966434685218978
32.2956472941246,17.341769442194867
79.51861947687037,38.46409900933167
27.083225126207424,12.55986331767882
43.89714207056361,21.590564738211487
7.845638134226595,3.7367078845640895
2.535074341545751,4.905684888957775
96.26484146779251,48.39215016293275
83.59801205122058,45.462206411688186
69.59742060936979,34.39512740414198
40.89529444142699,20.84082317229395
17.329432007084577,-1.32628741911825
15.643704267108605,12.40349050706671
25.024289816459532,14.24458728771973
54.92266647061205,32.45138378460429
71.45959227000624,21.248519244034675
66.01973767177313,43.4517423597902
27.993389694594285,13.298746706521273
95.48652806631941,53.284178116847286
73.78969166957685,31.69531619916077
55.43540525114007,30.781572150882884
61.17207462343522,25.31895949584933
41.96000624277899,17.86115831791047
24.773098950115745,21.956706244391803
35.597267865126156,16.845221928746344
75.78461104643691,38.97946988911707
1.4393488629755868,5.070013084931564
11.607264050691624,8.282041465208835
4.600264202175275,3.0522266268055196
